,Amount (INR),Day,Hour,Minute,Sender,Receiver
22413,5065.27,17,15,29,0,0
285625,6491.24,26,11,32,0,0
130419,9275.86,4,23,20,0,0
383589,1129.0761132022446,13,9,10,0,0
251875,6375.8,5,12,8,0,0
50049,2662.01,29,13,42,0,0
372739,7791.406840081389,27,6,57,0,0
341765,1187.0569034273713,15,1,44,0,0
77978,1480.11,6,23,46,0,0
255815,3351.16,18,5,29,0,0
59374,9587.36,17,2,24,0,0
450978,1219.0472375045815,15,3,42,0,0
157021,3758.76,23,17,52,2,0
408277,5558.813530363733,15,13,15,0,0
58800,8654.79,23,9,39,0,0
285677,859.86,3,9,59,0,0
75494,8365.54,6,13,25,0,0
331819,290.2982460286047,19,19,55,0,0
221051,8038.08,13,2,22,0,0
150176,8988.61,4,9,4,0,0
453317,3469.7776762235144,25,18,56,0,0
363595,8138.704474594566,6,23,42,0,0
207366,2090.01,2,18,52,0,0
292454,6156.26,3,6,19,0,0
350768,9462.795896996366,28,5,52,0,0
396945,8542.245124646257,14,9,13,0,0
284569,4400.24,9,7,15,0,0
314615,3823.073204852165,6,2,23,0,0
325541,4382.553149827826,16,13,0,0,0
170185,2618.01,31,5,53,0,0
446382,2141.4500932170713,24,12,16,0,0
45556,6141.09,10,4,39,0,0
151767,4824.64,28,16,51,0,0
402454,8149.861580090465,23,0,26,2,0
413630,1384.8126635920516,2,1,8,0,0
30785,6854.6,21,22,31,0,0
237069,6654.24,2,14,59,0,0
183815,8492.28,13,19,9,2,0
37920,1257.42,22,20,44,0,0
352723,6661.287251849919,19,18,58,0,0
399089,7938.245837980792,2,14,5,0,0
114394,5893.07,27,10,55,0,0
148417,70.57,26,10,47,0,0
374660,9296.724886347378,20,0,4,0,0
311729,4225.4053025253825,3,11,2,0,0
224514,1986.8,1,17,5,0,0
190573,382.62,25,7,49,0,0
424898,1252.3570932680122,20,5,11,0,0
110969,2376.91,15,0,25,0,0
274736,2843.94,10,1,55,0,0
61759,2308.65,9,12,49,0,0
291137,5128.71,24,15,28,0,0
77665,5934.25,6,3,37,0,0
238648,6211.91,2,16,54,4,0
40340,3143.4,17,7,37,0,0
113291,1635.52,7,5,8,0,0
295336,3999.06,4,4,40,0,0
297626,7179.38,27,22,23,0,0
347257,5717.337274715811,4,8,6,0,0
212204,5052.3,3,21,2,0,0
174536,4453.63,13,10,41,0,0
403090,2488.9551363074465,21,8,16,0,0
418393,5586.990150495889,1,21,50,0,0
147398,1954.14,7,20,10,0,4
254543,4346.24,27,11,53,0,0
6494,2948.55,27,17,37,0,0
410629,8884.146259410973,29,17,18,0,0
83999,7065.63,28,12,4,0,0
338106,2057.4236580341876,17,6,32,0,0
328232,1449.4722677434052,11,3,6,0,0
137558,748.88,26,8,58,0,0
145326,7231.79,13,3,42,0,0
42473,4109.75,22,8,47,0,0
182012,5832.14,13,4,6,0,0
171565,4488.38,29,19,36,0,2
28690,987.45,3,19,58,0,0
396695,1760.0413855018496,12,5,41,0,0
382155,2144.2457531395517,24,6,41,0,0
114606,9724.76,19,13,13,0,0
196009,6936.22,20,1,43,0,0
369943,2906.893030257587,24,9,4,0,0
231290,8348.66,6,9,29,0,0
9433,8795.29,3,22,26,0,0
409278,1899.1079479515395,16,22,23,0,0
16479,4021.85,12,23,11,0,0
31689,3022.31,10,11,50,0,0
201584,9625.99,12,13,33,0,0
303208,3826.480438591567,14,17,50,0,0
57505,2764.18,28,4,53,0,0
326500,9357.209118684963,21,8,15,2,0
398614,2254.8321920071144,19,19,23,0,0
266923,9045.34,19,15,42,0,0
175887,5648.11,7,18,49,0,0
407988,8041.531358003891,6,18,51,0,0
325216,1236.5467543875875,8,12,31,0,0
363292,6530.853826287879,30,5,11,0,0
181710,1052.5,16,0,41,0,0
310324,2315.8072818253036,5,6,10,0,0
240681,5986.06,1,10,22,0,0
293278,1459.77,7,16,49,0,3
10058,5976.56,19,9,4,0,0
245151,6264.36,19,8,43,0,0
418491,4873.104146316044,1,4,57,0,0
124739,526.29,29,18,20,0,0
231703,296.2,17,7,35,0,0
118388,9784.75,4,6,4,0,0
60169,611.09,6,2,20,0,0
283511,9880.54,18,13,49,0,0
70473,2649.14,13,7,1,0,0
305802,5608.045783278995,11,9,18,0,0
138366,2208.21,3,20,13,0,0
8232,1041.8,17,5,3,3,0
127336,6153.34,9,11,31,0,0
156155,3696.08,12,23,48,0,0
291502,930.78,5,22,44,0,0
301836,5048.74921806448,4,19,52,0,0
322894,6028.610078554257,15,8,15,0,0
199229,6964.12,5,9,54,0,0
346660,1516.0147932351647,13,15,50,0,0
428472,7972.1366888303055,23,2,11,0,0
94736,2542.3,27,17,11,0,2
209197,9465.65,5,8,6,0,2
286545,5649.06,8,5,18,0,0
413140,6249.823883574711,14,9,19,0,0
124151,3724.46,12,1,48,0,0
156533,8512.96,11,20,36,0,0
7428,8881.55,2,20,56,0,0
410706,925.5368133926024,25,19,20,0,0
421751,7251.604315021345,22,18,15,0,0
423618,862.6701172110652,12,5,3,0,0
445161,2814.39030794133,28,11,21,0,0
389253,8526.95166690286,2,18,30,0,0
220331,4843.79,24,14,19,0,0
59264,5333.77,22,13,43,0,0
390970,3805.4637793088464,29,14,54,0,0
149129,6365.89,24,14,3,0,0
221880,9276.71,13,4,8,0,0
199173,8658.9,1,1,15,2,0
291020,7300.9,19,12,27,0,0
355056,4717.770283841691,9,18,9,0,0
368133,4459.784924101494,15,10,8,0,0
400674,367.3397608074257,24,0,48,0,0
26996,1264.6,30,22,6,0,0
106034,318.34,1,16,12,0,0
194833,4929.06,17,8,2,0,0
337878,8369.85893760044,14,3,54,0,0
393844,6546.535888475059,22,15,38,0,1
309866,1707.0425544979325,2,5,37,0,0
251415,6455.82,7,22,26,0,0
102774,9577.25,7,6,54,0,0
440451,826.0733078693773,25,0,19,0,0
65556,1082.87,14,23,9,0,0
143280,4648.69,8,14,20,0,0
340042,6470.7134364509675,5,0,21,0,0
375482,9403.20566166556,6,21,47,0,0
60602,4372.51,17,4,48,0,0
298650,5475.8,23,23,28,0,0
420254,7237.628678733169,13,7,6,1,0
26090,8093.3,30,14,44,0,0
166158,5940.74,6,15,57,0,0
241579,4937.51,9,9,8,0,2
142288,5684.11,26,7,19,1,0
106010,6230.07,22,5,23,0,0
369542,1112.2966726670043,14,8,9,0,0
37798,465.35,15,11,36,0,0
337854,1888.576704399163,2,3,31,0,0
335516,8550.33194068913,6,22,31,0,0
34952,1211.18,25,4,6,0,0
371549,9472.267503425715,9,21,6,0,0
13751,7384.76,8,16,36,0,0
250341,7051.84,24,6,51,0,0
274950,10240.46,5,0,43,0,0
261779,5418.72,17,0,59,0,0
22027,3183.6,4,8,2,1,0
59795,8762.12,1,15,0,0,1
408518,1514.5701736921399,5,4,25,0,0
282288,5059.03,15,15,37,0,0
52734,3089.79,1,2,31,0,0
328506,48.91404007682076,6,8,17,0,0
370157,8392.653507558478,24,10,42,0,0
267746,7369.78,28,15,20,0,0
118786,8376.81,5,19,21,2,0
423580,8357.040437490015,9,0,54,0,0
55613,5402.94,30,7,55,0,0
198087,9026.25,15,0,25,0,0
133753,2632.8,28,3,27,0,0
74551,102.26,8,15,7,0,0
345120,9189.807115486827,18,14,29,0,0
50935,7274.02,16,2,32,0,0
430833,6953.168974538592,14,21,37,0,0
389788,5034.414697001137,11,4,32,0,0
235572,3906.13,10,12,52,0,0
265773,4500.43,21,10,20,0,0
101905,6018.92,14,23,34,0,0
278976,3818.12,29,18,30,0,0
103769,2101.87,23,17,17,0,2
14735,628.71,6,22,43,0,0
99418,2012.48,12,1,35,0,0
227552,7553.08,7,12,32,0,0
161482,8289.81,11,13,32,0,0
249348,255.09,12,21,40,0,0
315981,2711.460558684446,5,17,54,0,0
324476,4433.666087759525,22,17,39,0,0
277187,9516.4,26,5,28,0,0
167854,4249.38,26,14,25,0,0
223535,1997.67,14,0,13,0,0
355659,8997.140100383254,3,19,2,0,0
331779,2783.846931494475,26,7,9,0,0
268447,8361.31,16,15,29,0,0
242227,913.79,4,0,30,0,0
423166,132.9900173017408,17,2,3,0,0
2712,5902.13,9,9,44,0,0
91196,240.51,2,17,37,0,0
8735,1510.62,6,19,2,0,0
124483,2607.39,30,15,32,0,0
19014,6346.63,31,21,46,0,0
274955,527.5,27,21,22,2,0
360201,9009.817808196456,2,13,44,0,0
214265,5236.83,4,21,17,0,0
231160,5553.39,11,3,2,0,0
346,5607.87,3,19,51,0,0
198267,8220.15,6,14,8,0,0
223738,3216.08,5,21,28,0,0
24049,8553.6,9,10,30,0,0
104773,1122.46,19,2,32,0,0
313597,8663.826322882649,24,4,7,0,0
331786,9606.657008381113,9,0,29,0,0
412465,6983.347842889314,10,3,33,0,0
247151,4656.72,5,17,5,0,0
119726,2534.51,8,20,17,0,1
435008,8887.316589244962,10,10,31,0,0
392267,7910.13668202316,11,10,58,0,0
47286,8328.14,28,6,46,0,0
180337,9776.89,6,22,4,0,0
224986,2137.32,29,8,39,0,0
30403,7557.13,18,9,39,0,0
1877,8356.99,2,21,2,0,0
233636,7074.51,17,2,8,0,0
88024,7155.58,14,15,1,0,0
197172,3782.43,22,3,46,0,0
91667,377.34,17,11,13,0,0
298236,5127.83,28,5,33,0,0
172631,9711.64,26,16,32,0,0
309857,6012.35954759556,22,20,15,0,0
131705,9274.57,23,17,27,0,0
390201,7159.530414218234,19,3,3,0,3
206860,1507.57,8,11,54,0,0
384451,990.6485740512004,16,8,11,0,0
225800,1548.81,3,19,0,0,0
98239,1089.52,19,19,41,0,0
311267,4404.022511768515,2,6,8,0,0
448068,868.751629304351,21,1,28,0,0
401818,2654.4272575603254,23,17,11,0,0
375637,8679.407106825704,1,8,31,2,0
68911,5175.92,9,21,17,0,0
93360,5416.31,7,1,36,0,0
29095,5457.69,30,9,0,0,0
13090,4763.62,1,13,24,0,0
357615,4604.31032694227,9,3,52,0,0
102266,3911.12,12,3,50,0,0
111971,150.0,1,8,17,0,0
221678,3041.98,3,15,26,0,0
102141,3546.65,26,6,22,0,0
350334,7904.737255179064,4,14,54,0,0
180209,3706.3,31,18,53,0,0
178963,5575.73,29,19,43,0,0
98991,6192.0,17,0,44,0,0
258616,5449.44,20,14,22,0,0
167575,8720.95,28,7,37,0,0
130291,5487.22,25,6,24,0,0
111312,1219.15,29,21,34,0,0
439617,6750.675612881959,22,19,18,0,0
304603,8108.68684001762,23,11,55,0,0
328858,3139.258366165662,10,23,37,0,1
54812,8457.89,19,12,12,0,0
192992,985.0,5,20,13,0,0
158930,817.8,8,10,29,0,0
356540,6057.5843587538475,4,8,36,0,0
55714,7609.49,3,0,25,0,0
327010,8521.35294622701,7,11,30,0,0
402581,1852.0573690679191,3,18,48,0,0
205506,3991.18,14,14,19,0,0
380588,5207.64963072567,13,16,39,0,0
97089,755.84,31,18,10,0,0
16362,5283.71,9,12,33,0,0
115438,7861.64,15,8,4,0,0
297323,2476.15,3,17,11,0,0
58648,4748.02,10,8,54,0,0
374734,4372.47951401248,6,15,41,2,2
74018,3944.42,12,7,1,0,0
450048,3522.8622188179365,15,19,18,0,0
27894,6735.48,3,10,22,0,0
101424,934.22,23,12,49,4,0
244935,8217.12,6,5,1,0,0
357921,7357.993989407804,3,18,1,0,0
115076,5515.19,30,10,27,0,0
98544,5653.02,19,9,55,0,0
375323,7229.82987864409,7,11,21,0,0
91565,2507.04,18,20,19,0,0
13960,9074.81,26,0,6,0,0
59468,1339.97,2,5,29,0,0
443750,4203.211612103782,9,21,34,0,0
36053,7960.32,1,12,49,0,0
315002,6470.6472746975005,5,0,21,0,0
190783,4095.93,28,16,46,0,0
20783,372.82,20,11,51,0,0
209630,7603.81,30,23,25,0,0
106886,1551.67,5,17,10,0,0
372788,6267.548827294242,4,5,16,0,0
409027,6417.388022100183,9,19,2,0,0
261389,4812.3,6,20,18,0,0
21811,1933.64,24,6,42,0,0
291388,1364.69,18,3,17,0,0
61454,1368.07,11,2,7,0,0
406182,7617.407773234987,26,19,21,2,0
192695,3733.54,25,1,3,1,0
450781,9910.683507388494,13,17,15,0,0
166551,2151.7,7,17,39,0,0
176686,6281.52,2,3,20,0,0
205751,7005.59,8,11,55,0,0
113016,1822.1,5,22,57,0,0
421802,6696.356545098089,16,15,38,0,0
384828,542.5097464774732,21,12,56,0,0
279977,6126.5,11,16,33,0,0
283878,4385.28,24,19,13,0,0
2918,578.04,25,21,31,0,0
187071,3845.53,5,8,46,0,0
440162,8341.077914504198,24,8,42,0,0
99441,1991.46,21,5,37,0,0
322687,8847.25917901126,2,15,57,0,0
427761,1149.7608368669326,28,1,41,0,0
239618,8444.04,18,6,12,0,0
332286,6724.904576392431,27,7,52,0,0
431250,5913.731190859659,2,21,21,0,0
360263,573.1970269637874,22,15,53,0,0
197899,2014.0,23,23,15,0,0
411752,3291.6864657989527,29,19,32,0,0
58361,6678.48,21,2,47,0,0
60862,1329.02,1,21,57,0,0
360027,9184.559675892475,7,15,44,0,0
44976,730.08,24,23,44,0,0
177178,601.55,16,23,41,0,0
297868,6455.33,24,9,0,0,0
97926,8018.28,2,0,41,1,0
108213,726.04,21,15,59,0,0
24793,2022.02,23,23,56,0,0
88579,6904.04,6,21,28,0,0
277924,7516.55,22,19,28,0,0
162196,6617.28,27,6,43,0,0
407394,3751.540834252208,10,14,21,0,0
60835,3516.77,3,4,48,0,0
424201,1677.8961923873517,16,12,22,0,0
110188,4191.54,6,8,36,0,0
375817,1502.9064800388119,3,4,13,0,0
235833,3582.38,10,6,9,0,0
430305,6128.352141769307,24,17,1,0,0
431861,6839.845283660733,19,6,42,0,2
193095,6753.83,23,23,28,0,4
438434,1192.5895735255574,30,3,46,0,0
312444,5302.343621315517,26,17,24,0,0
370778,2510.94535709443,18,9,38,0,0
346560,3089.556973962587,25,16,26,0,0
261076,5838.96,27,14,26,0,0
7208,7592.29,31,2,37,0,0
461113,7236.897233463576,9,2,27,0,0
285205,3107.26,13,7,25,0,0
451356,2748.764523763323,25,5,10,0,0
142504,3978.73,1,2,53,0,0
59535,7838.23,20,18,38,0,0
8962,9137.4,17,20,54,0,0
239951,8326.64,6,0,42,0,4
49427,7575.49,17,6,48,0,0
48543,8484.82,3,18,41,0,0
121852,7172.73,9,5,3,0,0
305373,5434.666723204725,21,2,30,0,0
234215,7664.9,24,12,52,0,0
17945,4906.79,5,18,40,0,0
354117,857.7371315965792,11,11,29,0,0
114482,3317.98,1,14,51,0,0
174074,1344.32,13,8,6,0,0
358385,1845.2754298834986,8,10,10,0,1
270887,7767.06,13,17,41,0,0
364489,7946.046514037742,19,15,48,0,0
162691,5563.53,16,20,30,0,0
62532,5474.72,11,20,37,0,0
47221,7485.57,3,17,22,0,0
418927,8895.887083267779,7,2,26,0,0
50393,7666.96,23,9,52,0,0
205317,4034.34,24,20,10,0,1
358437,6581.42369401586,9,20,42,0,0
272650,8034.62,19,2,23,0,0
278315,2387.76,12,23,19,0,0
256229,1127.36,27,7,48,0,0
258173,1439.8,27,16,53,0,0
229887,3123.51,25,4,13,0,0
376261,7738.222113682805,1,15,59,0,0
149410,2628.26,29,9,12,0,0
160956,8992.01,26,1,31,0,0
324930,6407.85211217096,5,2,40,0,0
37588,6526.16,14,22,23,0,0
144522,1464.78,2,1,8,0,0
18342,5290.05,30,13,50,0,0
367747,5877.755179794172,13,15,54,0,0
270092,7710.36,2,12,54,0,0
225400,4632.04,5,19,32,0,0
347255,4072.1865757933206,26,9,44,0,0
71522,2850.99,13,22,8,0,0
39644,8501.13,7,22,50,0,0
86276,874.04,28,13,33,0,1
441768,7159.865690256201,27,19,29,0,0
331486,3367.7723744643295,11,6,31,0,0
264142,6163.45,26,23,58,0,0
417624,4665.179554578094,13,11,54,0,0
277503,4717.25,10,10,2,4,0
452674,1136.3621416015862,23,21,54,0,0
172587,2946.57,30,8,18,0,0
125150,3606.76,3,8,4,1,3
379732,7672.906130038725,6,11,41,0,0
53142,227.33,21,12,57,0,0
422131,445.5987296075326,2,4,2,0,0
407454,9808.045831099716,7,17,45,0,0
278506,1094.32,20,10,53,0,0
420386,8483.39300736664,13,17,28,3,0
55213,6564.45,27,9,41,0,0
375859,7668.743814064225,14,15,41,0,0
155057,4627.08,15,7,13,0,0
441269,5103.04353654188,24,7,17,0,0
253514,2570.49,3,21,8,0,0
392160,5172.7313678866185,12,22,26,0,0
167066,954.51,23,7,20,3,0
258393,4682.28,19,17,34,0,0
74735,7909.65,24,13,39,0,0
67331,8817.54,23,22,57,0,3
224786,3394.91,13,1,36,0,0
30740,7245.15,14,15,33,0,0
205773,4363.14,20,2,36,0,0
53525,5041.32,17,7,6,0,3
308755,5061.94390239971,11,19,0,0,0
331695,2098.4538259221545,8,2,33,0,0
370069,2626.130233580102,17,16,47,0,0
254644,1084.12,7,23,50,0,0
231012,554.69,23,14,31,0,0
454983,4341.62567614076,14,17,17,0,0
417149,832.2378346622023,2,5,1,0,0
320509,6417.717479662738,2,12,17,0,0
424756,7345.277874054046,4,17,11,0,0
167535,3976.5,5,9,31,0,0
153499,5206.73,25,23,2,0,0
76957,2057.58,4,4,55,0,0
219566,5119.55,1,18,18,0,0
303111,2420.4958055826482,3,18,3,0,0
196629,7561.93,12,5,31,0,0
141215,10238.1,30,5,17,0,0
403392,8375.524002815058,8,1,44,0,0
345660,6856.990406818292,13,18,31,0,0
63065,1194.52,9,10,37,0,0
133977,8940.9,25,11,18,0,0
357400,1039.3948912305962,6,17,36,2,0
153645,3593.18,15,18,22,0,0
160236,1780.31,12,14,15,0,0
152139,6186.27,17,3,53,0,0
361654,2150.6609427436206,9,22,22,0,0
228064,8045.31,28,16,12,0,0
377650,3086.928965288843,29,10,56,0,0
178926,3510.02,15,16,18,0,0
365621,1569.1085139483266,27,9,50,0,0
198572,7663.69,8,16,47,0,0
311951,7844.0866471854,2,21,17,1,0
375412,3694.717042895531,29,15,10,0,0
288147,8324.02,8,2,15,0,0
447952,7979.193890171232,18,17,45,0,0
294832,850.29,21,3,39,0,0
308006,5019.352232767847,2,20,4,0,0
20015,1554.06,13,0,53,0,0
4611,4565.44,7,23,51,0,0
121113,261.99,20,21,12,2,0
350685,8453.366456640362,28,14,54,0,0
121171,4621.02,6,21,46,0,0
317464,9439.045176006914,5,3,57,0,0
350424,7730.157673401858,1,3,14,0,3
131578,2824.42,21,12,16,0,0
345281,2737.08302650736,25,6,12,0,0
403363,4636.086465124786,3,13,10,0,0
225376,4846.35,17,15,57,0,0
99198,7748.02,1,13,36,0,0
175472,7101.36,8,17,57,0,0
429465,5130.292336516789,4,18,46,0,0
238567,8502.74,15,23,58,0,0
431220,1317.2437590628515,12,22,16,0,0
361582,3525.394559103218,27,14,7,0,0
52014,9488.5,16,23,13,0,0
134919,3881.26,11,20,17,0,0
429143,6838.015276713891,12,12,19,0,0
151627,3156.38,18,15,39,0,0
195810,939.46,13,23,50,0,0
116180,6755.24,8,5,56,0,0
50201,3790.96,21,1,46,0,0
460402,8557.488048256315,6,11,22,0,0
99354,6608.41,26,21,45,0,0
196465,6465.59,25,20,41,0,0
98597,6664.12,18,21,43,4,0
60849,5342.64,30,5,37,0,0
176457,1996.95,16,4,17,0,0
316979,6173.534951898758,14,20,26,0,0
207675,4137.81,15,8,49,0,0
90906,2853.75,12,15,16,0,0
132062,7246.98,5,1,51,0,0
461665,8112.624243897188,12,13,50,0,0
361525,5595.951665521939,5,10,33,0,0
23283,667.51,27,3,17,0,0
184312,7872.71,28,23,42,0,0
227319,1194.85,26,11,26,0,0
61024,10077.28,29,1,36,0,0
423061,3731.0999963407935,28,6,3,0,0
325057,633.1705541411574,18,14,48,0,0
201304,8106.81,24,14,50,0,0
249317,3641.97,4,14,55,0,0
114492,4336.99,6,21,31,0,0
175612,9380.62,6,9,28,0,0
456964,736.6250429352111,20,18,32,1,0
253329,5258.04,13,6,58,0,0
147205,8157.87,18,3,46,3,0
384028,7723.6736977025785,12,5,18,0,0
280802,1522.89,26,0,32,0,0
330651,136.4536131245345,27,18,27,0,0
200544,2174.78,10,13,43,0,0
278751,7993.69,22,5,59,0,0
157600,6445.72,14,23,50,0,0
90560,8699.07,27,21,38,0,0
40104,2667.48,7,12,34,0,0
165089,7210.17,5,1,51,0,0
391270,6052.141882120921,19,10,45,0,0
190848,2455.34,20,0,42,0,0
432858,9876.407831509652,16,16,51,0,0
354910,8424.179627118638,8,3,9,0,0
38529,8981.18,19,23,7,0,0
134703,7284.4,22,15,26,0,0
398779,8708.964959664625,26,4,29,0,0
349154,260.439802149615,18,0,29,0,0
265887,4161.42,6,11,36,0,0
230809,2560.28,7,11,20,0,0
56262,6067.95,27,22,48,0,0
436875,9298.518038143913,26,6,31,0,0
234579,8395.47,30,14,31,0,0
293655,8985.01,9,0,26,0,0
450530,3403.280558219035,4,18,40,0,0
431177,4235.610312668855,5,21,40,0,0
215566,8781.39,3,23,36,0,0
434250,3201.653467229591,6,1,45,0,0
186941,3527.16,5,12,22,0,3
166421,4118.71,16,15,43,0,0
115731,886.0,1,6,49,0,0
257785,9966.45,22,14,47,0,0
300839,6527.597757455347,23,16,5,0,0
325639,721.7857565442922,2,5,1,0,0
173913,8489.98,14,20,52,0,0
6556,5027.19,4,17,10,0,0
405524,3366.3612326636003,18,11,31,0,0
353322,9714.920351748351,10,14,7,0,0
81237,5197.84,16,1,26,0,0
125455,5873.05,20,21,28,0,0
294668,9541.07,27,7,27,1,0
126839,3042.35,5,6,13,0,0
398540,831.5698174516007,28,9,53,0,0
152699,5949.11,15,11,40,0,0
164147,3355.74,29,5,2,0,0
448552,2386.550302269101,14,13,51,0,0
131741,7414.08,21,16,15,0,0
243915,5631.81,18,15,45,0,3
318650,2401.833823162161,9,4,1,0,0
451537,5463.591289470335,22,4,56,0,0
332869,6022.285916835128,30,15,49,0,1
296467,6781.08,24,17,45,0,0
81228,7271.09,29,8,23,0,0
416271,9749.98090758313,7,8,28,0,0
385477,5568.686486836703,11,17,35,0,0
295564,7293.09,6,2,15,0,0
392139,3834.5471039028334,26,19,44,0,0
81346,6893.16,15,11,42,0,0
316061,3585.3561337718515,15,8,57,0,0
280420,6495.98,22,14,12,0,0
432424,5805.433195682141,26,13,27,0,0
306102,3249.7026604378234,21,3,44,0,0
270694,1156.36,3,10,13,0,0
197181,7257.62,9,1,19,0,0
108551,336.7,15,22,4,0,0
210047,694.33,5,15,28,0,0
435074,2870.3383974521266,9,12,43,0,0
161455,8957.59,1,5,47,0,0
403864,5367.918011509817,24,10,40,0,0
353084,7610.496284263802,9,3,3,0,0
52707,1035.31,28,4,45,0,0
102206,7095.88,21,6,23,0,0
73834,3678.43,3,17,58,0,3
200063,4966.78,22,8,41,0,0
91729,931.6,15,11,1,0,0
124227,3439.92,25,14,21,0,0
29570,990.64,27,23,55,0,0
394519,5510.018977971658,4,19,26,0,0
157592,9546.93,7,13,34,0,0
361119,7358.669735523957,6,20,47,0,0
98998,6672.79,5,7,2,0,0
188882,6132.81,12,21,10,0,0
83652,1976.84,6,21,21,0,0
215892,3828.69,18,10,3,0,0
82628,9153.2,29,3,21,1,0
46856,5714.9,8,13,56,1,0
405098,4686.453431333963,23,19,18,0,0
278215,7379.4,26,20,22,0,0
139272,7309.64,2,13,9,0,0
139883,6228.32,5,22,57,0,0
102653,1996.31,13,0,2,0,0
268552,10302.65,31,19,9,0,0
354530,4096.726445212416,5,8,51,0,0
236707,1005.78,7,17,42,0,0
243570,4424.18,28,0,38,3,0
111191,6169.6,26,3,14,0,0
450658,5701.879705433755,6,15,34,0,0
251964,5540.58,16,15,40,0,0
67459,9983.47,23,12,9,0,0
348926,7186.268004133536,9,17,40,1,1
300048,9024.448931293737,9,5,8,0,0
252178,9575.94,5,8,6,0,2
157001,4531.02,26,19,32,0,0
123289,1686.66,17,15,8,0,0
13318,10088.52,26,5,33,0,0
133205,7565.22,15,22,8,0,0
14471,2188.34,12,7,8,0,0
37675,1342.4,26,14,7,0,0
457437,2096.50102429369,5,4,54,0,0
12026,4610.9,4,10,6,0,0
112454,1931.62,22,8,37,0,0
460342,6847.767627079016,9,18,47,0,0
389963,3556.3256958389848,10,19,50,0,0
229180,8562.85,8,22,54,0,0
256185,9945.23,1,9,29,0,0
385317,2503.2124884932996,8,15,31,0,0
167829,6399.66,9,23,42,0,0
120619,326.19,26,23,17,0,0
368285,766.3517197718617,29,15,42,0,0
97953,4457.69,6,5,36,0,0
129928,6430.36,24,9,31,0,3
425179,6760.675436760382,4,17,34,0,0
196777,314.08,13,14,48,2,0
46150,6501.27,14,14,45,0,0
327220,6810.098829360829,11,17,56,0,0
344685,9158.257819289563,26,3,21,0,1
274897,9800.32,2,6,25,0,0
52416,1618.51,22,16,18,0,0
405358,3248.7406723503777,7,19,53,0,0
451129,6538.027198947036,13,8,14,0,2
410842,2943.0943301136176,25,1,56,0,0
270227,633.06,5,23,33,4,0
203709,10322.79,18,10,8,0,0
391261,7710.219680360314,17,5,22,1,1
82675,3155.16,5,7,37,0,0
313900,7816.557642747223,5,21,26,0,0
138691,2010.22,12,1,28,0,0
56170,3295.91,8,4,46,0,0
438950,158.76124626477326,21,4,56,0,0
111564,4586.99,13,17,53,0,0
165384,4739.14,5,13,41,0,1
338499,1817.9602487847694,6,18,0,0,0
186370,962.18,12,9,17,0,0
350328,6940.018385773054,29,16,39,0,0
252936,7465.31,6,9,57,0,0
254386,5076.58,28,2,26,0,0
315397,295.4276447721795,24,9,15,0,0
170257,525.3,27,12,20,0,0
276616,1861.54,20,19,49,0,0
87951,7295.65,11,4,41,0,0
416754,7712.471065062995,20,22,45,0,0
195717,522.44,3,10,46,0,0
291284,8871.25,3,2,57,4,0
58448,8280.17,28,16,41,0,0
208026,6011.76,6,10,1,0,0
422369,9022.276963847478,2,2,2,1,0
340620,2600.9160994885474,24,3,54,0,0
18992,6383.55,6,22,58,0,0
390471,1492.1578945790493,5,9,34,0,2
281143,1443.75,7,2,28,0,0
311018,773.0032133277892,6,17,4,0,0
14128,6419.73,16,23,23,0,0
439913,1791.5308528228773,24,13,20,0,0
397947,9512.861925816214,26,17,8,0,0
212118,9661.23,7,3,46,0,0
175660,983.92,4,3,59,0,0
21702,1222.79,7,22,38,0,0
284307,7853.18,15,20,40,0,3
53708,394.45,20,18,14,0,0
251093,2675.41,24,6,16,0,0
164258,6278.68,29,6,50,0,0
74012,3405.88,7,17,56,0,0
204745,4862.71,4,5,52,0,0
239360,1470.64,14,3,52,0,0
437097,2093.038475762312,13,2,33,0,0
84679,4593.92,27,17,30,0,0
100310,1441.25,22,12,38,0,0
290878,2756.25,25,10,7,0,3
59740,469.08,1,12,20,0,0
382991,593.4155145267146,25,6,49,0,0
36871,6117.13,14,6,58,0,0
377484,4978.778611571531,2,8,22,0,1
93902,5202.66,21,17,39,4,0
142446,8913.12,1,18,41,0,0
58823,2544.33,1,4,3,0,0
277114,6233.18,9,8,48,0,0
325446,7790.638286813161,17,7,11,0,0
50359,8400.76,26,3,4,0,0
12839,4523.35,12,18,12,0,0
415071,264.2292256416162,4,1,24,0,0
271417,3190.03,5,7,53,0,0
48595,1111.04,17,12,17,0,1
2723,3919.89,13,12,40,0,0
401258,3414.9654852846493,27,1,43,0,0
186895,9839.6,15,7,28,4,2
232127,471.75,2,5,27,0,0
249007,24.96,3,7,4,0,0
269048,6515.65,4,16,44,0,0
360844,9588.894189824765,12,7,42,0,0
381617,9921.053412134363,26,4,30,0,0
304762,7704.9720233771495,25,2,46,0,0
441456,5012.620014131233,10,8,12,0,0
53458,2241.6,28,21,54,0,0
119040,9358.87,1,10,27,0,0
350395,2683.1122596340733,29,19,58,3,0
53554,2710.15,10,2,45,0,4
461509,5347.8211813294165,4,5,8,0,0
15348,4747.22,9,16,57,0,0
22870,6759.28,2,14,23,0,0
257803,6210.7,18,13,46,4,0
428916,6587.115251952426,22,17,28,0,0
